conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4d39b27a-b34f-4c89-8d46-df844d42f728,διαχείριση γνώσεων για τον αντίκτυπο της πολιτικής,released,skill/competence,cross-sector,,"Αύξηση του αντικτύπου και της χρήσης ερευνητικών ευρημάτων στην πολιτική, εξασφαλίζοντας ότι τα πλέον χρήσιμα στοιχεία παρέχονται και γίνονται κατανοητά εγκαίρως ώστε να λαμβάνονται υπόψη από τους φορείς χάραξης πολιτικής καθ’ όλη τη διάρκεια του κύκλου πολιτικής.
	",http://data.europa.eu/esco/skill/cdb2aecd-9dca-48fd-8d56-f0aace3ab5a9 | http://data.europa.eu/esco/skill/f914df1a-c9fd-47ab-b1ec-bc7c6f572640,παρουσίαση γενικών πληροφοριών | άσκηση επιρροής στους φορείς χάραξης πολιτικής για ζητήματα κοινωνικών υπηρεσιών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4f5c1208-62fd-4e5a-a51e-306c06947e11,"διαχείριση ευρέσιμων, προσβάσιμων, διαλειτουργικών και επαναχρησιμοποιήσιμων δεδομένων",released,skill/competence,cross-sector,διασφάλιση της διαθεσιμότητας των δεδομένων | εξασφάλιση της δυνατότητας επαναχρησιμοποίησης των δεδομένων | εξασφάλιση διορθωμένης αποθήκευσης δεδομένων | υποστήριξη επαναχρησιμοποίησης δεδομένων στην έρευνα,"Παραγωγή, περιγραφή, αποθήκευση, διατήρηση και (επανα)χρησιμοποίηση επιστημονικών δεδομένων με βάση τις αρχές FAIR (ευρεσιμότητα, προσβασιμότητα, διαλειτουργικότητα και δυνατότητα επαναχρησιμοποίησης), καθιστώντας τα δεδομένα όσο το δυνατόν πιο ανοικτά και κλειστά στο μέτρο του αναγκαίου.
	",http://data.europa.eu/esco/skill/9ff9db9d-d14b-426e-83f3-e7449af6c79f | http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,διαχείριση δεδομένων | διεξαγωγή ακαδημαϊκής έρευνας ή έρευνας αγοράς
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4fabca9a-7435-4f33-b1da-3cdb00340fdc,διενέργεια επιστημονικής έρευνας,released,skill/competence,cross-sector,,"Συμμετοχή στη σύλληψη ή τη δημιουργία νέων γνώσεων μέσω της διατύπωσης ερευνητικών ερωτημάτων, της έρευνας, της βελτίωσης ή της ανάπτυξης εννοιών, θεωριών, μοντέλων, τεχνικών, οργάνων, λογισμικού ή επιχειρησιακών μεθόδων και με χρήση επιστημονικών μεθόδων και τεχνικών.
	",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,διεξαγωγή ακαδημαϊκής έρευνας ή έρευνας αγοράς
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/518dc04d-092d-4fa1-bd82-88b7a9278ef7,διαχείριση δικαιωμάτων διανοητικής ιδιοκτησίας,released,skill/competence,sector-specific,,"Ενασχόληση με τα νόμιμα δικαιώματα του ιδιωτικού δικαίου που προστατεύουν τα προϊόντα διανοητικής ιδιοκτησίας από παράβαση.
	",http://data.europa.eu/esco/skill/f4bcdb75-df28-441d-a52b-9730904f36a1 | http://data.europa.eu/esco/skill/0d80a782-99ff-4f49-abbe-c72524c6f390,άσκηση δικαιωμάτων και ευθυνών | διαπραγμάτευση και διαχείριση συμβάσεων και συμφωνιών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6,υποβολή αίτησης χρηματοδότησης για έρευνα,released,skill/competence,cross-sector,να δημιουργήσει χρηματοδότηση για την έρευνα | να εντοπίζει ερευνητικές επιχορηγήσεις | να υποβάλουν αίτηση για ερευνητικές επιχορηγήσεις | σχέδια αιτήσεων για επιχορηγήσεις έρευνας,"Προσδιορισμός βασικών σχετικών πηγών χρηματοδότησης και κατάρτιση αίτησης επιχορήγησης έρευνας προκειμένου να ληφθούν κονδύλια και επιχορηγήσεις.
	",http://data.europa.eu/esco/skill/0ffce932-cec4-4fec-87e6-df23fb6bdc12 | http://data.europa.eu/esco/skill/1bc1cf2a-a7f6-4769-a13b-cc26a2214498,"αναζήτηση επιχορηγήσεων | προετοιμασία εγγράφων για συμβάσεις, αιτήσεις ή άδειες"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/60c78287-22eb-4103-9c8c-28deaa460da0,ομαδική εργασία,released,skill/competence,transversal,,Εργασία με άνεση σε ομάδα στην οποία κάθε ένα από τα μέλη εκτελεί τα καθήκοντά για την εξυπηρέτηση όλων των μελών.,http://data.europa.eu/esco/skill/036afa6e-cdde-4b38-a53a-8e7910a840e1,Συνεργασία σε ομάδες και δίκτυα
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7954861c-86d4-4529-afbb-2c23dab9ac74,διενέργεια διαπραγματεύσεων για την επίτευξη συμβιβασμού,released,skill/competence,transversal,,"Επικοινωνία με τρίτους με πρόθεση την επίτευξη συνεννόησης ή την επίλυση μιας διαφοράς απόψεων, χωρίς να παραβλέπονται οι προθέσεις ή οι στόχοι του ενός ή του άλλου.",http://data.europa.eu/esco/skill/6f142deb-03a9-4cd7-94ce-e0f023ae2169,Επικοινωνία
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7a147904-22b3-498a-b4d9-7bceeb86b45d,αντιμετώπιση του άγχους,released,skill/competence,transversal,αντιμετώπιση της πίεσης | ψυχραιμία υπό πίεση | διαχείριση της πίεσης | επίδειξη ψυχικής ανθεκτικότητας,"Αντιμετώπιση προκλήσεων, αναταράξεων και αλλαγών και ανάκαμψη μετά από δυσκολίες και αντιξοότητες.
	",http://data.europa.eu/esco/skill/2b2c3254-7f6c-47e2-84f1-aece946fbfae,Διατήρηση θετικής στάσης
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9,κριτική σκέψη,released,skill/competence,transversal,κριτική αξιολόγηση των πληροφοριών και των πηγών τους | αξιολόγηση των πληροφοριών | αξιολόγηση των πληροφοριών και των πηγών τους,"Λήψη και στήριξη αποφάσεων με βάση εσωτερικές αποδείξεις και εξωτερικά κριτήρια. Κριτική αξιολόγηση της εγκυρότητας και της αξιοπιστίας των πληροφοριών πριν από τη χρήση ή τη διαβίβασή τους σε άλλους. Ανάπτυξη ανεξάρτητης και κριτικής σκέψης.
	",http://data.europa.eu/esco/skill/fff1d675-c36a-4c12-9cd4-407f21ccd06a,"Επεξεργασία πληροφοριών, ιδεών και εννοιών"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/833289fa-3646-4010-9d9e-93ba8c9ef2d8,εφαρμογή των αρχών ερευνητικής δεοντολογίας και επιστημονικής ακεραιότητας στις ερευνητικές δραστηριότητες,released,skill/competence,cross-sector,υπακούουν στον κώδικα δεοντολογίας της επιστημονικής έρευνας | τηρούν τον κώδικα δεοντολογίας της επιστημονικής έρευνας | ακολουθούν τον κώδικα δεοντολογίας της επιστημονικής έρευνας,"Εφαρμογή θεμελιωδών δεοντολογικών αρχών και νομοθεσίας στην επιστημονική έρευνα, συμπεριλαμβανομένων θεμάτων ερευνητικής ακεραιότητας. Διενέργεια, έλεγχος ή αναφορά ερευνών αποφεύγοντας παραπτώματα όπως η επινόηση, η παραποίηση και η λογοκλοπή.
	",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,διεξαγωγή ακαδημαϊκής έρευνας ή έρευνας αγοράς
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/872a1632-f1db-4feb-bb27-0a6a359b7591,προώθηση της ανοικτής καινοτομίας στην έρευνα,released,skill/competence,cross-sector,,Προώθηση ολοκληρωμένων συνεργασιών στο πλαίσιο των οποίων διάφοροι ενδιαφερόμενοι φορείς συνδημιουργούν καινοτομίες κοινής αξίας.,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,διεξαγωγή ακαδημαϊκής έρευνας ή έρευνας αγοράς
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/979cf728-896f-4f2c-8fa8-2698ca0d4930,δημοσίευση ακαδημαϊκών ερευνών,released,skill/competence,cross-sector,,"Διεξαγωγή ακαδημαϊκής έρευνας, σε πανεπιστήμιο ή κολέγιο ή για σας, στον τομέα της εμπειρογνωσίας σας και δημοσίευσή της σε βιβλία ή ακαδημαϊκά περιοδικά, με σκοπό τη συμβολή στον τομέα σας και την επίτευξη προσωπικής ακαδημαϊκής διαπίστευσης.
	",http://data.europa.eu/esco/skill/2b1e2927-3542-48da-9063-02925e7562c1 | http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,διάδοση αποτελεσμάτων στην επιστημονική κοινότητα | τεχνική ή επιστημονική συγγραφή
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e,προώθηση της μεταφοράς γνώσεων,released,skill/competence,cross-sector,διασφάλιση της σύνδεσης μεταξύ έρευνας και βιομηχανίας | αξιοποιεί τα ευρήματα της έρευνας στη βιομηχανία | αξιοποιεί τα ευρήματα της έρευνας στο δημόσιο τομέα,"Ανάπτυξη ευρείας ευαισθητοποίησης σχετικά με τις διαδικασίες αξιοποίησης της γνώσης με στόχο τη μεγιστοποίηση της αμφίδρομης ροής τεχνολογίας, διανοητικής ιδιοκτησίας, εμπειρογνωσίας και ικανοτήτων μεταξύ της ερευνητικής βάσης και της βιομηχανίας ή του δημόσιου τομέα.
	",http://data.europa.eu/esco/skill/efbb3d3b-a41c-4e0a-90a8-8e611eb1db9f,"παροχή συμβουλών για νομικά, κανονιστικά ή διαδικαστικά θέματα"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a58cd26-58eb-4a1c-b1b6-64037fe9cfa1,αφαιρετική σκέψη,released,skill/competence,cross-sector,,"Ικανότητα χρήσης εννοιών για την πραγματοποίηση και την κατανόηση γενικεύσεων, και τη συσχέτιση ή τη σύνδεσή τους με άλλα στοιχεία, γεγονότα ή εμπειρίες.
	",http://data.europa.eu/esco/skill/ab877a24-335d-4676-b366-c5c06651481a,"επικοινωνία, συνεργασία και δημιουργικότητα"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a584a638-a2c0-4b3c-bdf3-a64f87225be9,παροχή συμβουλών σε άτομα,released,skill/competence,cross-sector,,"Καθοδήγηση ατόμων με την παροχή συναισθηματικής υποστήριξης, την ανταλλαγή εμπειριών και την παροχή συμβουλών για την προσωπική τους εξέλιξη, καθώς και την προσαρμογή της υποστήριξης στις συγκεκριμένες ανάγκες του ατόμου και την ικανοποίηση των αιτημάτων και των προσδοκιών του.",http://data.europa.eu/esco/skill/e2bdf081-333a-414f-b8ac-93c76290f167,παροχή εκπαίδευσης και καθοδήγησης
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a8b3957f-08b4-4a76-927d-0b2e3d0dbd39,σύνθεση ερευνητικών δημοσιεύσεων,released,skill/competence,cross-sector,συνθέτω ερευνητικές εκδόσεις· συνθέτω δημοσιεύσεις ερευνών | συγκεντρώνω ερευνητικές δημοσιεύσεις· συγκεντρώνω ερευνητικές εκδόσεις· συνδυάζω επιστημονικές εκδόσεις,"Ανάγνωση και ερμηνεία επιστημονικών δημοσιεύσεων που παρουσιάζουν ένα ερευνητικό πρόβλημα, τη μεθοδολογία, τη λύση του προβλήματος και την υπόθεση. Σύγκρισή τους και εξαγωγή των απαιτούμενων πληροφοριών.",http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39 | http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849,επεξεργασία ποιοτικών πληροφοριών | συγκέντρωση πληροφοριών από φυσικές ή ηλεκτρονικές πηγές | σύνθεση πληροφοριών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612,διαχείριση ατομικής επαγγελματικής εξέλιξης,released,skill/competence,cross-sector,,"Ανάληψη ευθύνης για τη διά βίου μάθηση και τη συνεχή επαγγελματική εξέλιξη. Συμμετοχή στη μάθηση για υποστήριξη και επικαιροποίηση των επαγγελματικών ικανοτήτων. Προσδιορισμός τομέων προτεραιότητας για την επαγγελματική εξέλιξη βάσει προβληματισμού σχετικά με την προσωπική πρακτική και μέσω επαφών με συναδέλφους και ενδιαφερόμενα μέρη.
	",http://data.europa.eu/esco/skill/468135b7-5757-48c3-9509-fde0e13ec5be | http://data.europa.eu/esco/skill/7e0b93e0-0de7-4607-b07f-27a6828d3ff0,διαχείριση της προσωπικής εξέλιξης | ανάπτυξη εκπαιδευτικών προγραμμάτων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869,επίλυση προβλημάτων,released,skill/competence,transversal,ανάπτυξη στρατηγικής για την επίλυση προβλημάτων | δημιουργία λύσεων στα προβλήματα | σχεδιασμός στρατηγικής για την επίλυση προβλημάτων | επίδειξη δεξιοτήτων επίλυσης προβλημάτων | δημιουργία στρατηγικών για την επίλυση προβλημάτων | ανάπτυξη στρατηγικών για την επίλυση προβλημάτων | εφαρμογή της επίλυσης προβλημάτων | διαχείριση προβλημάτων | διαισθητική δράση,"Εξεύρεση λύσεων σε πρακτικά, λειτουργικά ή εννοιολογικά προβλήματα σε ευρύ φάσμα πλαισίων.
	",http://data.europa.eu/esco/skill/13d301d0-98cb-414f-a8f9-a3f059228133,Αντιμετώπιση προβλημάτων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b363bb5f-2c79-40af-94da-33e06f9dee9f,εφαρμογή μεικτής μάθησης,released,skill/competence,cross-sector,,"Εξοικείωση με τα εργαλεία μεικτής μάθησης μέσω του συνδυασμού της παραδοσιακής διά ζώσης μάθησης και της επιγραμμικής μάθησης με τη χρήση ψηφιακών εργαλείων, επιγραμμικών τεχνολογιών και μεθόδων ηλεκτρονικής μάθησης.
	",http://data.europa.eu/esco/skill/caede8f1-6658-4d78-9eb4-2ad2c7ebf09b,διδασκαλία και κατάρτιση
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e,επίδειξη επιχειρηματικού πνεύματος,released,skill/competence,transversal,εντοπισμός ευκαιριών | επίδειξη επιχειρηματικότητα | επιδίωξη ευκαιριών | επίδειξη προθυμίας ανάληψης ρίσκου,"Ανάπτυξη, οργάνωση και διαχείριση ιδιόκτητης επιχείρησης, εντοπισμός και αναζήτηση ευκαιριών και κινητοποίηση πόρων, λαμβανομένης υπόψη της προοπτικής κερδοφορίας. Επίδειξη προορατικής στάσης και αποφασιστικότητας για την επιτυχία στις επιχειρήσεις
	",http://data.europa.eu/esco/skill/6c6957bf-cf1f-4483-9c7e-1655f251b01a,Εφαρμογή επιχειρηματικών και οικονομικών δεξιοτήτων και ικανοτήτων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c3c2420c-ce9a-4371-8eed-1db479c3a562,συγγραφή επιστημονικών δημοσιεύσεων,released,skill/competence,cross-sector,,"Παρουσίαση της υπόθεσης, των ευρημάτων και των συμπερασμάτων της επιστημονικής σας έρευνας στον τομέα της εμπειρογνωσίας σας σε μια επαγγελματική δημοσίευση.
	",http://data.europa.eu/esco/skill/be40c4c3-a855-4d67-9ca5-6f4428c34b0d | http://data.europa.eu/esco/skill/7a34b3d9-bd3b-4f4e-a0f6-f97439901cb7 | http://data.europa.eu/esco/skill/2b1e2927-3542-48da-9063-02925e7562c1 | http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,παροχή γραπτού περιεχομένου | εφαρμογή επιστημονικών μεθόδων | διάδοση αποτελεσμάτων στην επιστημονική κοινότητα | τεχνική ή επιστημονική συγγραφή
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cc61f9e5-d4fc-470e-8606-1ce865ff8386,ανάπτυξη επαγγελματικού δικτύου με ερευνητές και επιστήμονες,released,skill/competence,cross-sector,,"Ανάπτυξη συμμαχιών, επαφών ή συνεργασιών και ανταλλαγή πληροφοριών με άλλους. Προώθηση ολοκληρωμένων και ανοικτών συνεργασιών στο πλαίσιο των οποίων διάφοροι ενδιαφερόμενοι φορείς συνδημιουργούν έρευνα και καινοτομίες κοινής αξίας. Ανάπτυξη του προσωπικού σας προφίλ ή επωνυμίας και εξασφάλιση της ορατότητας και της προσβασιμότητάς σας σε διά ζώσης και επιγραμμικά περιβάλλοντα δικτύωσης.
	",http://data.europa.eu/esco/skill/8a3b45dc-8299-4b67-99db-6542daf79ac3,ανάπτυξη επαγγελματικών σχέσεων ή δικτύων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cd50d616-1f8b-481e-983f-68d2674ff82d,ενσωμάτωση της διάστασης του φύλου στην έρευνα,released,skill/competence,cross-sector,,Συνεκτίμηση σε ολόκληρη την ερευνητική διαδικασία των βιολογικών χαρακτηριστικών και των εξελισσόμενων κοινωνικών και πολιτισμικών χαρακτηριστικών των γυναικών και των ανδρών (φύλο).,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,διεξαγωγή ακαδημαϊκής έρευνας ή έρευνας αγοράς
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68,διαχείριση έργου,released,skill/competence,cross-sector,,"Διαχείριση και προγραμματισμός διαφόρων πόρων, όπως είναι οι ανθρώπινοι πόροι, ο προϋπολογισμός, οι προθεσμίες, τα αποτελέσματα και η ποιότητα που απαιτούνται για ένα συγκεκριμένο έργο, και έλεγχος προόδου του έργου, προκειμένου να επιτευχθεί συγκεκριμένος στόχος εντός της προβλεπόμενης προθεσμίας και του προϋπολογισμού.",http://data.europa.eu/esco/skill/190f64e1-b7b6-4c53-b20b-80f9215ef6ca | http://data.europa.eu/esco/skill/ccfbdaad-b91d-4bfe-bd0e-d30b33587f19,"διοίκηση, εποπτεία και συντονισμός έργων | τήρηση αρχείων για την πορεία των εργασιών"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da930e2f-6047-4616-a598-bba8ecef3039,διαχείριση ανοικτών δημοσιεύσεων,released,skill/competence,cross-sector,,"Εξοικείωση με τις στρατηγικές ανοικτών δημοσιεύσεων, με τη χρήση της τεχνολογίας των πληροφοριών για την υποστήριξη της έρευνας, καθώς και με την ανάπτυξη και τη διαχείριση των CRIS (τρέχοντα συστήματα πληροφοριών για την έρευνα) και των θεσμικών αποθετηρίων. Παροχή συμβουλών για τη χορήγηση αδειών και τα δικαιώματα πνευματικής ιδιοκτησίας, χρήση βιβλιομετρικών δεικτών και μέτρηση και αναφορά του αντίκτυπου της έρευνας.
	",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,χρήση ψηφιακών εργαλείων για συνεργασία και παραγωγικότητα
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e49f4158-9d4c-425d-bf32-dfe89b19840a,σχεδιασμός,released,skill/competence,transversal,εκτέλεση προγραμματισμού | σχεδιασμός δραστηριοτήτων,"Διαχείριση του χρονοδιαγράμματος και των πόρων για την έγκαιρη ολοκλήρωση καθηκόντων.
	",http://data.europa.eu/esco/skill/66fdc34c-2326-4baa-b8ff-7a1d1015fe3a,Σχεδιασμός και οργάνωση
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849,σύνθεση πληροφοριών,released,skill/competence,cross-sector,συγγραφή συνθετικών δοκιμίων,"Κριτική ανάγνωση, ερμηνεία και σύνοψη νέων και πολύπλοκων πληροφοριών από διάφορες πηγές.
	",http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,επεξεργασία ποιοτικών πληροφοριών | συγκέντρωση πληροφοριών από φυσικές ή ηλεκτρονικές πηγές
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f7b071bf-4882-4cfc-ae0a-7e0e0ab94c61,διεξαγωγή έρευνας σε διάφορους επιστημονικούς κλάδους,released,skill/competence,cross-sector,εργασία σε διάφορους κλάδους,"Διεξαγωγή έρευνας πέραν επιστημονικών και λειτουργικών ορίων.
	",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,διεξαγωγή ακαδημαϊκής έρευνας ή έρευνας αγοράς
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fa642fc3-5cc5-41cf-8926-6617a8b976a7,προώθηση της συμμετοχής του κοινού στην έρευνα,released,skill/competence,cross-sector,συμμετοχή του κοινού στην έρευνα,"Συνεργασία με το κοινό στον σχεδιασμό, τη διεξαγωγή και τη διάδοση της έρευνας.
	",http://data.europa.eu/esco/skill/7d9bace0-63d0-4848-ac87-350a98082c12 | http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,ενεργός συμμετοχή στα κοινά | διεξαγωγή ακαδημαϊκής έρευνας ή έρευνας αγοράς
